Customer ID,Quantity,Date,Price,Class,Total
6910794516,10,9/16/2020,284.59,0,2845.9
6615498596,49,9/16/2020,277.26,0,13585.74
1901218236,95,9/16/2020,216.26,0,20544.7
617790981,57,9/16/2020,196.28,0,11187.96
3928052934,66,9/16/2020,159.46,0,10524.36
7203427420,33,9/16/2020,217.27,0,7169.91
1885925999,54,9/16/2020,167.03,0,9019.62
1404072454,96,9/16/2020,285.41,0,27399.36
4861981875,23,9/16/2020,148.53,0,3416.19
5459465389,5,9/16/2020,105.76,0,528.8
9157047987,16,9/16/2020,116.95,0,1871.2
8159291922,84,9/16/2020,242.38,0,20359.92
8699424418,45,9/16/2020,108.95,0,4902.75
1292302771,90,9/16/2020,103.38,0,9304.2
766828549,21,9/16/2020,111.42,0,2339.82
7976223747,22,9/16/2020,274.35,0,6035.7
1514825406,93,9/16/2020,214.63,0,19960.59
6985183522,54,9/16/2020,194.64,0,10510.56
4242746474,17,9/16/2020,102.86,0,1748.62
6449620692,95,9/16/2020,168.84,0,16039.8
628999488,49,9/16/2020,171.72,0,8414.28
454681933,13,9/16/2020,225.69,0,2933.97
3701400377,53,9/16/2020,271.54,0,14391.62
8821923606,94,9/16/2020,150.19,0,14117.86
9072542266,87,9/16/2020,198.37,0,17258.19
8625097502,17,9/16/2020,279.48,0,4751.16
5642097482,15,9/16/2020,228.02,0,3420.3
3156829242,47,9/16/2020,193.44,0,9091.68
4740307480,65,9/16/2020,212.71,0,13826.15
6706087009,23,9/16/2020,106.71,0,2454.33
2136585258,76,9/16/2020,149.53,0,11364.28
3050104600,99,9/16/2020,192.62,0,19069.38
9979412410,31,9/16/2020,258.87,0,8024.97
7763882581,71,9/16/2020,248.28,0,17627.88
8761168122,15,9/16/2020,110.36,0,1655.4
9713921070,92,9/16/2020,140.81,0,12954.52
902672029,32,9/16/2020,239.21,0,7654.72
5791792182,3,9/16/2020,198.73,0,596.19
5079038527,20,9/16/2020,136.33,0,2726.6
1267550767,18,9/16/2020,105.73,0,1903.14
967184924,50,9/16/2020,298.35,0,14917.5
5592734360,60,9/16/2020,190.31,0,11418.6
6740244960,60,9/16/2020,187.09,0,11225.4
1121680941,1,9/16/2020,110.99,0,110.99
3278573358,76,9/16/2020,200.41,0,15231.16
8319621267,66,9/16/2020,237.95,0,15704.7
7749772189,26,9/16/2020,245.02,0,6370.52
2338937791,67,9/16/2020,263.59,0,17660.53
8987125815,58,9/16/2020,200.48,0,11627.84
6624139617,70,9/16/2020,156.74,0,10971.8
6353566131,33,9/17/2020,101.59,0,3352.47
4663584047,57,9/17/2020,278.8,0,15891.6
7829106037,28,9/17/2020,122.41,0,3427.48
6195679550,26,9/17/2020,115.56,0,3004.56
4918495966,34,9/17/2020,136.65,0,4646.1
6964008403,42,9/17/2020,276.3,0,11604.6
1347056483,18,9/17/2020,206.2,0,3711.6
5294310953,57,9/17/2020,197.48,0,11256.36
3845535326,87,9/17/2020,138.24,0,12026.88
4733508948,22,9/17/2020,125.96,0,2771.12
6693808530,1,9/17/2020,174.25,0,174.25
20315236,46,9/17/2020,197.32,0,9076.72
8536858923,79,9/17/2020,245.39,0,19385.81
5251517254,44,9/17/2020,109.27,0,4807.88
2344481184,8,9/17/2020,147.25,0,1178
7316238135,62,9/17/2020,217.93,0,13511.66
8593001890,19,9/17/2020,292.4,0,5555.6
1574855646,7,9/17/2020,111.32,0,779.24
4693909300,11,9/17/2020,243.74,0,2681.14
7471486066,98,9/17/2020,286.2,0,28047.6
5948869490,77,9/17/2020,132.59,0,10209.43
9300658123,43,9/17/2020,288.94,0,12424.42
5058898179,3,9/17/2020,254.37,0,763.11
3946684041,36,9/17/2020,164.06,0,5906.16
7889241569,69,9/17/2020,283.75,0,19578.75
1383618003,75,9/17/2020,266.41,0,19980.75
2353298524,96,9/17/2020,279.45,0,26827.2
9236653286,68,9/17/2020,194.37,0,13217.16
4130501771,81,9/17/2020,223.05,0,18067.05
5522184124,59,9/17/2020,220.77,0,13025.43
4820322818,75,9/17/2020,125.47,0,9410.25
3350381405,25,9/17/2020,237.98,0,5949.5
2763024874,30,9/17/2020,247.52,0,7425.6
9638793996,10,9/17/2020,136.64,0,1366.4
6697996242,20,9/17/2020,273.9,0,5478
5235914783,63,9/17/2020,288.11,0,18150.93
1014531861,12,9/17/2020,222.88,0,2674.56
817563857,22,9/17/2020,190.9,0,4199.8
6356838337,91,9/17/2020,291.64,0,26539.24
245905316,12,9/17/2020,181.12,0,2173.44
1095935097,32,9/17/2020,264.08,0,8450.56
2848997141,97,9/17/2020,182.55,0,17707.35
9826349038,86,9/17/2020,104.26,0,8966.36
793152658,62,9/17/2020,173.02,0,10727.24
8905529003,7,9/17/2020,224.1,0,1568.7
7507400867,15,9/17/2020,217.65,0,3264.75
3736035292,30,9/17/2020,294.43,0,8832.9
9845829384,91,9/17/2020,117.48,0,10690.68
8606045365,69,9/17/2020,266.7,0,18402.3
1338239422,44,9/18/2020,185.34,0,8154.96
5518255217,92,9/18/2020,186.16,0,17126.72
4292882053,91,9/18/2020,117.73,0,10713.43
3408056501,46,9/18/2020,154.9,0,7125.4
1354561783,59,9/18/2020,101.9,0,6012.1
6617896599,76,9/18/2020,196.21,0,14911.96
5433641090,28,9/18/2020,118.1,0,3306.8
5690389102,74,9/18/2020,283.23,0,20959.02
4631196343,35,9/18/2020,112.78,0,3947.3
5897347360,54,9/18/2020,128.5,0,6939
1806443457,83,9/18/2020,288.87,0,23976.21
3846353728,60,9/18/2020,192.5,0,11550
3626565513,68,9/18/2020,275.98,0,18766.64
2305039999,83,9/18/2020,189.04,0,15690.32
594986257,52,9/18/2020,139.3,0,7243.6
450379779,17,9/18/2020,218.4,0,3712.8
7425500930,36,9/18/2020,294.55,0,10603.8
5883982352,1,9/18/2020,269.99,0,269.99
2814798383,1,9/18/2020,203.5,0,203.5
3165946981,39,9/18/2020,279.18,0,10888.02
9519439927,78,9/18/2020,105.96,0,8264.88
8707108575,63,9/18/2020,289.51,0,18239.13
8543129583,93,9/18/2020,225.06,0,20930.58
7328092033,88,9/18/2020,216.93,0,19089.84
6847196297,77,9/18/2020,103.32,0,7955.64
9287569320,57,9/18/2020,162.81,0,9280.17
2118958897,31,9/18/2020,239.19,0,7414.89
1453371699,47,9/18/2020,163.52,0,7685.44
5602344276,38,9/18/2020,201.49,0,7656.62
6234929281,88,9/18/2020,185.31,0,16307.28
7205399416,32,9/18/2020,280.37,0,8971.84
228691826,49,9/18/2020,238.87,0,11704.63
6177790798,97,9/18/2020,156.2,0,15151.4
9345726020,97,9/18/2020,256.25,0,24856.25
6705708751,7,9/18/2020,231.98,0,1623.86
7968762901,79,9/18/2020,140.46,0,11096.34
2714804705,88,9/18/2020,256.28,0,22552.64
4643100931,70,9/18/2020,274.58,0,19220.6
4750285285,8,9/18/2020,183.06,0,1464.48
8404586241,58,9/18/2020,283.27,0,16429.66
2412635307,4,9/18/2020,247.63,0,990.52
4644310794,54,9/18/2020,132.6,0,7160.4
2018723723,13,9/18/2020,110.62,0,1438.06
61324582,14,9/18/2020,184.92,0,2588.88
9434668735,47,9/18/2020,217.32,0,10214.04
5788011116,32,9/18/2020,183.18,0,5861.76
3161079191,89,9/18/2020,161.34,0,14359.26
5865487337,57,9/18/2020,122.51,0,6983.07
4371878962,73,9/18/2020,262.74,0,19180.02
9517157800,38,9/18/2020,100.92,0,3834.96
2870642423,63,9/18/2020,150.59,0,9487.17
22114513,98,9/18/2020,230.5,0,22589
1626364281,84,9/18/2020,163.77,0,13756.68
5429268240,81,9/18/2020,257.47,0,20855.07
9747702673,15,9/18/2020,153.87,0,2308.05
7361420591,40,9/18/2020,220.11,0,8804.4
7723930828,9,9/18/2020,202.68,0,1824.12
3125922178,79,9/18/2020,147.75,0,11672.25
7857959308,50,9/18/2020,202.3,0,10115
7488169840,63,9/18/2020,135.41,0,8530.83
4055609566,16,9/18/2020,281.19,0,4499.04
4859182871,62,9/18/2020,140.54,0,8713.48
5701598667,73,9/18/2020,183.98,0,13430.54
3919401158,96,9/19/2020,151.92,0,14584.32
8121659027,3,9/19/2020,192.9,0,578.7
1338972286,85,9/19/2020,294.9,0,25066.5
6193962506,96,9/19/2020,295.39,0,28357.44
4811721608,9,9/19/2020,180.83,0,1627.47
5312834777,18,9/19/2020,278.11,0,5005.98
8971297050,79,9/19/2020,265.61,0,20983.19
1506118445,56,9/19/2020,194.91,0,10914.96
4661690214,86,9/19/2020,143.02,0,12299.72
3301892795,99,9/19/2020,212.58,0,21045.42
7531412152,94,9/19/2020,250.91,0,23585.54
3898551598,81,9/19/2020,149.47,0,12107.07
4415763154,25,9/19/2020,120.17,0,3004.25
5667159872,60,9/19/2020,110.39,0,6623.4
7007688071,65,9/19/2020,297.47,0,19335.55
5391552249,17,9/19/2020,182.17,0,3096.89
3664960742,19,9/19/2020,272.79,0,5183.01
904631702,24,9/19/2020,237.18,0,5692.32
8369773524,77,9/19/2020,214.26,0,16498.02
5816545272,12,9/19/2020,114.55,0,1374.6
1546055398,80,9/19/2020,294.51,0,23560.8
4962603353,70,9/19/2020,272.65,0,19085.5
2805825144,5,9/19/2020,204.28,0,1021.4
2628027216,10,9/19/2020,174.57,0,1745.7
3051883050,100,9/19/2020,269.8,0,26980
9016331727,98,9/19/2020,105.57,0,10345.86
3809473235,36,9/19/2020,210.9,0,7592.4
8039787858,91,9/19/2020,183.43,0,16692.13
8450091497,43,9/19/2020,149.39,0,6423.77
8984605573,75,9/19/2020,261.52,0,19614
2891196899,80,9/19/2020,127.16,0,10172.8
6762331017,77,9/19/2020,209.54,0,16134.58
5559083038,12,9/19/2020,157.37,0,1888.44
6371812858,51,9/19/2020,298.35,0,15215.85
4932981554,73,9/19/2020,131.63,0,9608.99
3483212388,38,9/19/2020,100.81,0,3830.78
4335385587,62,9/19/2020,106.87,0,6625.94
4021734864,39,9/19/2020,185.35,0,7228.65
9217878014,21,9/19/2020,292.11,0,6134.31
2974295657,84,9/19/2020,267.98,0,22510.32
1125645083,27,9/19/2020,285.18,0,7699.86
684306379,14,9/19/2020,229.57,0,3213.98
615650678,97,9/19/2020,112.54,0,10916.38
8451850340,78,9/19/2020,134.1,0,10459.8
6846021965,28,9/19/2020,238.75,0,6685
9051966482,10,9/19/2020,173.24,0,1732.4
7578346822,48,9/19/2020,203.74,0,9779.52
8604316981,62,9/20/2020,187.21,0,11607.02
1415019584,91,9/20/2020,156.74,0,14263.34
1628713704,43,9/20/2020,298.91,0,12853.13
1037513649,86,9/20/2020,253.51,0,21801.86
1257078291,93,9/20/2020,198.38,0,18449.34
9861689400,17,9/20/2020,298.56,0,5075.52
1845200586,66,9/20/2020,232.44,0,15341.04
9513236749,65,9/20/2020,143,0,9295
7822687018,93,9/20/2020,165.36,0,15378.48
9596036750,4,9/20/2020,235.9,0,943.6
6612619430,35,9/20/2020,175.72,0,6150.2
8515338149,26,9/20/2020,119.23,0,3099.98
8671412946,92,9/20/2020,160.43,0,14759.56
4838304560,34,9/20/2020,282.48,0,9604.32
283515511,54,9/20/2020,218.78,0,11814.12
9569902205,73,9/20/2020,121.46,0,8866.58
9538365445,58,9/20/2020,177.74,0,10308.92
9127403599,7,9/20/2020,112.71,0,788.97
6962004737,12,9/20/2020,161.34,0,1936.08
3850016811,96,9/20/2020,248.43,0,23849.28
3727272651,78,9/20/2020,199.46,0,15557.88
4546628870,15,9/20/2020,119.95,0,1799.25
2251228667,67,9/20/2020,150.42,0,10078.14
6796495535,84,9/20/2020,262.68,0,22065.12
1170060129,75,9/20/2020,278.32,0,20874
6387778263,90,9/20/2020,120.09,0,10808.1
8760336382,52,9/20/2020,204.3,0,10623.6
7053196003,2,9/20/2020,254.48,0,508.96
374965579,78,9/20/2020,137.21,0,10702.38
1368750060,42,9/20/2020,158.26,0,6646.92
7791660725,73,9/20/2020,128.38,0,9371.74
3578047880,35,9/20/2020,104.8,0,3668
4238603966,42,9/20/2020,188.37,0,7911.54
2828353079,67,9/20/2020,236.73,0,15860.91
7084525203,15,9/20/2020,161.78,0,2426.7
4545929230,51,9/20/2020,276.65,0,14109.15
2061731082,17,9/20/2020,111.19,0,1890.23
6545145185,46,9/20/2020,158.13,0,7273.98
4474479653,57,9/20/2020,167.47,0,9545.79
1860699375,93,9/20/2020,150.42,0,13989.06
9174401955,92,9/20/2020,169.14,0,15560.88
187499861,85,9/20/2020,228.13,0,19391.05
207089353,33,9/20/2020,286.57,0,9456.81
1354347390,1,9/21/2020,111.49,0,111.49
4933888809,82,9/21/2020,110.42,0,9054.44
480222924,43,9/21/2020,185.53,0,7977.79
6098018251,56,9/21/2020,135.17,0,7569.52
2778453849,81,9/21/2020,173.48,0,14051.88
8194920108,20,9/21/2020,216.52,0,4330.4
8903062531,36,9/21/2020,255.54,0,9199.44
7602929047,77,9/21/2020,261.74,0,20153.98
9757143898,76,9/21/2020,268.04,0,20371.04
3990572121,4,9/21/2020,269.32,0,1077.28
2184380334,58,9/21/2020,226.67,0,13146.86
2921626616,71,9/21/2020,209.68,0,14887.28
923622829,4,9/21/2020,140.8,0,563.2
2687387053,48,9/21/2020,199.83,0,9591.84
3720649008,56,9/21/2020,258.24,0,14461.44
5566436978,88,9/21/2020,275.25,0,24222
9694935040,68,9/21/2020,273.08,0,18569.44
9206746065,64,9/21/2020,203.83,0,13045.12
7507761886,73,9/21/2020,100.76,0,7355.48
7169804247,43,9/21/2020,100.36,0,4315.48
8292128816,99,9/21/2020,105.8,0,10474.2
912616822,31,9/21/2020,295.68,0,9166.08
7173220254,90,9/21/2020,252.53,0,22727.7
6546779269,78,9/21/2020,218.05,0,17007.9
3549309406,76,9/21/2020,219.8,0,16704.8
1388108410,39,9/21/2020,251.02,0,9789.78
3997931038,89,9/21/2020,100.52,0,8946.28
4936505188,100,9/21/2020,255.71,0,25571
8213183347,6,9/21/2020,174.16,0,1044.96
9375314448,14,9/21/2020,147.06,0,2058.84
512578966,4,9/21/2020,125.16,0,500.64
7756042638,4,9/21/2020,100.45,0,401.8
7435152595,34,9/21/2020,235.46,0,8005.64
3129824138,99,9/21/2020,161.66,0,16004.34
6038262954,55,9/21/2020,122.53,0,6739.15
3941500872,15,9/21/2020,163.86,0,2457.9
8089139094,39,9/21/2020,114.93,0,4482.27
8071206075,93,9/21/2020,159.75,0,14856.75
6182495898,53,9/22/2020,220.44,0,11683.32
1107691923,62,9/22/2020,143.61,0,8903.82
9369531912,36,9/22/2020,172.56,0,6212.16
9088135509,77,9/22/2020,156.77,0,12071.29
8588434946,58,9/22/2020,255.22,0,14802.76
8232295244,23,9/22/2020,241.55,0,5555.65
2031730959,88,9/22/2020,164.63,0,14487.44
7641508685,69,9/22/2020,270.53,0,18666.57
6838750651,89,9/22/2020,206.59,0,18386.51
3237959065,67,9/22/2020,131.76,0,8827.92
3000069828,16,9/22/2020,153.51,0,2456.16
1118507266,14,9/22/2020,113.32,0,1586.48
4916676351,18,9/22/2020,134.61,0,2422.98
9473006837,67,9/22/2020,269.28,0,18041.76
9674463542,82,9/22/2020,241.43,0,19797.26
1363747207,32,9/22/2020,204.32,0,6538.24
6400119213,81,9/22/2020,273.97,0,22191.57
7709935389,22,9/22/2020,132.67,0,2918.74
61085537,70,9/22/2020,210.96,0,14767.2
1102385867,63,9/22/2020,299.81,0,18888.03
6121816589,11,9/22/2020,156.07,0,1716.77
4778629817,47,9/22/2020,114.27,0,5370.69
6032037649,43,9/22/2020,261.19,0,11231.17
8685160545,76,9/22/2020,158.4,0,12038.4
283969415,38,9/22/2020,133.08,0,5057.04
3003234102,47,9/22/2020,115.18,0,5413.46
1563799308,46,9/22/2020,194.46,0,8945.16
5699284125,30,9/22/2020,163.15,0,4894.5
6134901989,45,9/22/2020,292.61,0,13167.45
4672198855,9,9/22/2020,238.02,0,2142.18
3260902481,16,9/22/2020,190.71,0,3051.36
9018302449,61,9/22/2020,149.3,0,9107.3
6368819677,57,9/22/2020,166.29,0,9478.53
4533693385,64,9/22/2020,123.24,0,7887.36
7683845493,42,9/22/2020,201.79,0,8475.18
2129442692,60,9/22/2020,151.21,0,9072.6
4998492381,59,9/22/2020,122.12,0,7205.08
6455890833,28,9/22/2020,268.21,0,7509.88
558073107,22,9/22/2020,200.71,0,4415.62
8223696061,5,9/22/2020,200.34,0,1001.7
9895558511,11,9/22/2020,184.11,0,2025.21
6857307334,29,9/22/2020,214.38,0,6217.02
389877875,79,9/22/2020,163.88,0,12946.52
9158275819,95,9/22/2020,242.02,0,22991.9
7802399475,99,9/22/2020,109.82,0,10872.18
5316199863,83,9/22/2020,171.67,0,14248.61
8271563327,77,9/22/2020,224.93,0,17319.61
5026039480,77,9/22/2020,192.04,0,14787.08
3286810908,59,9/22/2020,200.23,0,11813.57
3427757110,63,9/22/2020,247.04,0,15563.52
4446789848,52,9/22/2020,271.83,0,14135.16
8492353767,5,9/22/2020,286.38,0,1431.9
3109875772,26,9/22/2020,242.51,0,6305.26
2068484870,4,9/22/2020,195.13,0,780.52
4810346277,37,9/22/2020,202.34,0,7486.58
